volcan_id,media_global,time_to_eruption
1000015382,0.5760771499019193,16258654
1000554676,0.4155048879427512,6347792
1000745424,0.11683655018026085,5120693
1001461087,-1.195610073165447,10393161
1001732002,2.7592440125997895,20549733
1002275321,-1.1736991883468608,31353326
1002575641,-0.4346010901234848,9924307
1002609771,-0.823259195680072,44906449
1002624617,-0.4023173687845943,8004890
1002789083,-1.3059553795809373,7581131
1002825126,-0.7308494858419026,36755640
1003154738,0.9785908330099262,1891688
1003175827,2.0056887940756543,21994554
1003411703,2.484120264662255,36831703
1003520023,-0.5810736487725204,25349493
10035828,-0.40064706346736756,21697259
1004346803,0.14931251145814242,213390
1004557332,-2.1746544964991323,35397029
1004561781,-1.8546073827971248,21965310
1004609129,-0.7725804569923836,32264195
100519902,-0.6525241245979234,4357018
1005472094,0.1826002899951667,30290303
100610446,-0.2775662072298795,27292311
1006345280,1.9123701075822976,9680604
1006842231,-2.5071686305228247,13146833
1007019534,1.5158330694488424,8705748
1007996426,1.4541540974317093,45018989
1009126824,4.562445279924045,245735
1009442335,2.31827053685465,33710897
1009749143,-0.380017025103855,4091055
1010002096,-0.932118193472735,34570257
1010561361,0.7996595890068501,35512645
1010680130,-1.1681286793368262,34540645
1010725931,-1.3342717838754592,46629410
1010756593,0.2175797070048832,30695791
1010864137,1.8087281878635357,33693026
1011078321,1.484191930134498,15946474
1011133267,1.7155430742820954,29267657
1013196130,0.8419144898896548,5182237
1013226239,-0.4079413491256628,15687735
1013789689,-2.0246032936488096,37056937
1014562599,0.6356278271289907,41018705
1014585637,-0.7983181359176067,23961047
1015033166,-3.2777745370910476,14697508
1015092282,-0.10451845178539668,41052996
1016110949,2.1206296561723974,21618954
101616763,-1.3243526884299108,8785675
1016242026,0.664718088031866,22762641
1016727429,8.186665222246296,38082962
1016932159,0.49053151426112435,1428121
1016956864,1.8229129514508096,20704604
1017830158,-2.314814645094196,4800251
1018207090,1.079913482923433,26111068
1018435910,1.1672188796853387,17275464
1018756523,-0.21841802636622726,29754498
1019052648,-2.5452219039592583,22465586
1019955915,-0.6656493225112914,31097762
1020283272,-0.002390700895725844,16657318
1021479157,0.7299211679805335,23319872
1022420757,-4.132401959967334,12329909
1023111602,-0.08158030699488342,4839779
1023245702,0.26475600406659894,16294901
102338326,-0.48852153343804583,4598189
1023559523,0.9741507502652732,1245749
1023589533,0.0667122214629755,4423703
1023927094,0.5968683531157866,17627859
1024265947,-0.20806319894668426,19224020
1024522044,-0.44856960717321387,21496194
1024855809,-1.6360343994266764,40938060
1025401939,0.5884310755204836,6467224
1025870964,0.8730321161313979,28871048
1026930172,3.7125644109552636,27668379
1027307874,0.4538756688924616,7822077
1027457977,-0.27168101075133955,34398491
1028325789,-0.2215401145130714,47473541
1028350709,-1.4934118366146405,8229339
1028796869,0.5115515361318544,1797436
1028829115,-1.892234721969429,7435922
1030109165,-0.12474802236319063,2136730
1031098571,-2.2893268069574857,743089
1031775369,-1.6103814936417726,37403436
1032429253,-0.2210319053275137,38783389
1032570249,-1.675340596175249,14205791
1032987045,-0.6490414656283507,26388292
1033287069,3.4250741654305763,16097864
1033677406,-0.05556074065432241,30736075
1033835311,0.17777481486419663,40065339
1034203889,-0.08910018166363894,29384364
1036403851,2.417603339794245,4719062
1037601470,0.3754354094098432,13071604
1038366766,1.1877803645348934,13507919
1038903770,-0.3530701944329876,12844995
1038918048,7.279072015466409,37930321
1039038516,-3.6464684108391645,26788256
1039242162,-0.09919012592537427,45106551
1039583299,-0.03410276495391749,2754390
