volcan_id,time_to_eruption
1000015382,27167198.609195404
1000554676,18111016.803530313
1000745424,17684024.165413532
1001461087,24548780.24516441
1001732002,28965317.483970407
1002275321,28870852.71300138
1002575641,23709395.4075067
1002609771,33325176.543624163
1002624617,22070351.560185187
1002789083,20967801.745762713
1002825126,26608209.501113586
1003154738,12081253.322623828
1003175827,23302448.94029851
1003411703,24558344.52173913
1003520023,22292665.5916775
10035828,20371756.91746032
1004346803,13350352.257594168
1004557332,29001271.159074474
1004561781,14720609.875928678
1004609129,26466768.696369637
100519902,17093809.784810126
1005472094,28805546.775729645
100610446,28589702.47270855
1006345280,23576510.64021164
1006842231,25163113.369590644
1007019534,21291491.795673076
1007996426,32079049.81113537
1009126824,11526239.466666667
1009442335,19616242.76862745
1009749143,17157332.969479352
1010002096,26706756.841940533
1010561361,28934737.833333332
1010680130,24270124.955116697
1010725931,33856484.64454443
1010756593,26706756.841940533
1010864137,31115078.60526316
1011078321,21393220.963855423
1011133267,27051852.520742357
1013196130,13495159.066929134
1013226239,24477970.637096774
1013789689,27383805.499498494
1014562599,27103732.78297546
1014585637,24689317.67230632
1015033166,26726483.98079877
1015092282,28189162.92623942
1016110949,28543484.43601896
101616763,16648486.4
1016242026,26466768.696369637
1016727429,30812332.410970464
1016932159,13078350.06060606
1016956864,20761365.047658175
1017830158,13096994.75862069
1018207090,25454239.86140351
1018435910,25430105.072853427
1018756523,26818360.019379847
1019052648,27923993.359756097
1019955915,27922307.87012987
1020283272,25930003.507853404
1021479157,23254129.768421054
1022420757,24752809.671875
1023111602,17735285.37804878
1023245702,27715553.01243781
102338326,16522643.072463768
1023559523,14190056.864957266
1023589533,17422606.172413792
1023927094,27394661.034912717
1024265947,26435138.096745823
1024522044,28834782.59045374
1024855809,27067682.115681235
1025401939,18129443.5
1025870964,23069033.09219858
1026930172,24477970.637096774
1027307874,22265651.8
1027457977,26631751.570616115
1028325789,35355502.2519685
1028350709,20871845.893832155
1028796869,14915973.543352602
1028829115,20828574.70415648
1030109165,15204223.1
1031098571,12852992.285714285
1031775369,29394520.091334894
1032429253,27170995.270973153
1032570249,28144577.75
1032987045,23715303.328877006
1033287069,28870852.71300138
1033677406,26624930.37
1033835311,27873486.69303424
1034203889,26645035.68671679
1036403851,17521089.623655915
1037601470,26618036.003616635
1038366766,16386894.704
1038903770,20470628.761363637
1038918048,25572587.894168466
1039038516,20967801.745762713
1039242162,30893877.853435114
1039583299,16142807.30597015
1040017632,26619329.52121212
1040427269,17453167.311827958
1041846634,17543468.291479822
1041878888,24015370.081343945
1041963422,28834782.59045374
1042260671,34085097.85263158
1042743186,29670730.282608695
1042857837,21584748.494968854
1043816873,22921025.536842104
1044404474,24117268.39261745
1044700555,21891676.56451613
1044996306,28322695.848357793
1045737293,23532776.520766772
1046153021,16095219.583841464
1047097201,15580030.761513159
1047238065,13421251.836065574
1047698781,30448261.652030736
1048009361,24143977.6119403
1048073965,20573566.81369587
1048300101,21707159.426229507
1049186697,20769225.64876033
1049342028,25333613.86208822
104958377,23692899.873653986
1049892705,23200747.209062822
1051215459,25698252.31811895
1051299690,27167198.609195404
1051817564,28311205.54585153
1052073345,21219333.486661278
1052075589,28227548.788804073
1052745011,25518995.152812764
1053043132,22543260.61814346
1053609274,23161516.657092616
1053686121,25451605.752567694
1053927671,12008585.115234375
1054353459,28922911.021671828
1055093477,30917707.30892857
1055227118,23578903.640439156
1056424078,27492992.447293445
