volcan_id,time_to_eruption_dt
1000015382,24764317.489617124
1000554676,11912229.51999097
1000745424,11157728.441351002
1001461087,18939319.489549186
1001732002,26508500.906368613
1002275321,28202335.18135896
1002575641,16346627.577632014
1002609771,32898812.204987604
1002624617,22951092.72452721
1002789083,18870767.613720194
1002825126,26525162.617118537
1003154738,11284768.190987363
1003175827,21506080.821704317
1003411703,28212760.391912952
1003520023,21484144.15243349
10035828,18539875.179282777
1004346803,16743183.715947434
1004557332,28129178.747155752
1004561781,12929922.177958667
1004609129,26896919.405697383
100519902,16153000.870165123
1005472094,29288815.39689003
100610446,26077212.39564789
1006345280,17590768.41705205
1006842231,19761743.159820653
1007019534,15377019.326130994
1007996426,35526735.313876055
1009126824,11105315.449234217
1009442335,26067580.675477892
1009749143,17740265.99402391
1010002096,27557380.652745623
1010561361,29338103.89257314
1010680130,24475583.713250063
1010725931,31741053.799997512
1010756593,27192806.51431488
1010864137,31902867.65196684
1011078321,17783989.955189772
1011133267,27505672.591522817
1013196130,9472617.543176798
1013226239,20328806.49310992
1013789689,27546508.081526067
1014562599,19477583.662982576
1014585637,17417190.894507837
1015033166,19902872.77115872
1015092282,33490076.469427362
1016110949,26750729.78488613
101616763,16133996.153636865
1016242026,24794108.150716282
1016727429,33007884.413406704
1016932159,11523051.072387777
1016956864,20634915.256170552
1017830158,8692692.249209516
1018207090,24805520.37895948
1018435910,19225125.456900768
1018756523,26972353.53138025
1019052648,24224689.944013566
1019955915,28215462.05069797
1020283272,23224178.485588
1021479157,23742613.833878264
1022420757,17575316.670644987
1023111602,13805703.065559665
1023245702,25936242.254096583
102338326,11797456.353650382
1023559523,12420092.851580316
1023589533,20191001.71595161
1023927094,25112743.135748573
1024265947,24547262.084775683
1024522044,26541733.562829234
1024855809,31952346.650730297
1025401939,17851825.247896995
1025870964,28069187.11001539
1026930172,23177174.2949389
1027307874,23688453.002135783
1027457977,29698966.33188251
1028325789,36716827.13398922
1028350709,14853533.061679212
1028796869,19043058.175645333
1028829115,18228259.785141017
1030109165,11192925.395206083
1031098571,1126513.392230449
1031775369,30528126.29684232
1032429253,28408865.168295983
1032570249,23386732.269282367
1032987045,25015182.202541765
1033287069,24408590.92664607
1033677406,26570999.280955188
1033835311,28401118.55377294
1034203889,27404101.779799137
1036403851,14764999.777977813
1037601470,22948706.650839593
1038366766,11309122.879216418
1038903770,15239890.243190046
1038918048,28823644.101321656
1039038516,25560277.839608938
1039242162,33663462.26349249
1039583299,15804256.884362739
1040017632,22232797.16369342
1040427269,13183170.780310607
1041846634,15718956.844007343
1041878888,19506799.478208575
1041963422,21115626.728242487
1042260671,33569590.269681156
1042743186,31222766.285271905
1042857837,15018574.441149563
1043816873,22561108.478230987
1044404474,23849651.092628475
1044700555,24749397.809116308
1044996306,22797472.106362697
1045737293,17649671.321276724
1046153021,18847634.9597798
1047097201,11602627.37836149
1047238065,3527579.944121128
1047698781,30017162.492186274
1048009361,22919732.0025348
1048073965,24529003.17763168
1048300101,23769378.961257115
1049186697,17931243.650234487
1049342028,24745100.159650717
104958377,18478644.123474937
1049892705,22025106.10613233
1051215459,19964209.76486195
1051299690,28262749.57760109
1051817564,28225177.93140354
1052073345,14840274.45094184
1052075589,29204206.003250953
1052745011,23850251.640737895
1053043132,22127979.856696483
1053609274,29578427.28206671
1053686121,24049992.024111733
1053927671,1310246.419179638
1054353459,23623993.874810945
1055093477,29085183.65339376
1055227118,20484657.74306963
1056424078,26458895.33626832
105658810,22592034.574863125
1056778258,14803876.219870178
1057137462,28128874.425549608
1057504299,13965250.72626601
1057868450,29507970.802940555
1058582421,26809284.876664687
1058923200,25441294.635718986
1059294461,20031656.682728127
1059381646,23611817.388757262
1060048694,30980275.258060466
1060581218,21314183.28090661
1060632987,3785202.76750904
106078758,24842425.976168286
1061211936,23792725.2801686
1061556765,34651737.63963544
1061801479,23081026.808749113
1062764986,31001013.52911753
1063425676,22384297.339522053
1064794195,19595735.234464344
1064935255,32465270.51932064
1065197609,15016521.337520346
1065259888,26290308.071090408
1065800547,15013658.749179685
1066152649,19819894.43558751
1067098395,24433221.92884225
1067330822,33942564.1483127
1067927661,19587788.088395752
1068033648,14914526.540656533
1068054446,32885542.071432807
1068208983,38044620.56676439
1068504383,22940708.314509466
1070060959,15968037.020754045
1070188655,25705780.049895253
1070784997,23827426.597668853
107081920,15631074.92197771
1070821612,25673211.989694018
1071049789,15710705.36204743
1071353921,31559485.110211134
1071748769,14349249.205786377
1071777430,35177945.409303926
1072055317,17444597.644884877
1072192149,25139364.62874056
1072732496,21727378.04230899
1073019591,26139721.00963697
1073703374,15743860.378206171
1073745213,26606941.82985407
107400998,14566141.381741317
1074244722,35093445.519896455
1074426665,24638936.969196133
1074671362,25192100.123886157
1075300188,29429557.423608664
1076119752,11717198.198228737
1077334203,25243956.82830976
1077415466,1332420.7938543926
1077594989,35042695.24059259
1078903277,27798813.164026745
1079138094,26964461.7487699
1079334814,17174963.72310687
1079412257,29661859.534030754
1079412715,19589549.124887675
1079658754,16119394.190382252
1079693590,33715423.35283194
1079724272,28566566.016630188
1079740004,14899802.37850757
1079821584,24588438.49914603
1080143124,18473666.749887608
108037369,33786293.82064049
108124387,17734717.21136383
108195434,29885667.342431802
1082557979,29810560.765846692
1082824214,15349424.931850854
1083379708,25245817.370510742
1083668827,15823713.87106112
1084077028,26840881.043953013
1084739465,25736651.803778168
1084812938,10608026.977304386
1086656455,26319037.84111227
1086685621,24125979.36304194
1086942147,22700663.237168856
1087653736,15595761.056959657
1088021526,22245895.747607816
108874736,24767218.12247062
1088828384,44681280.248254575
1089324375,16828854.911323644
1089375229,26014037.762056902
1089435916,9989503.502226574
1089685571,21548693.00536011
1089686246,20749383.162841454
10901393,33431191.90644449
1090755834,18658393.37726549
1091829226,17243377.150010817
1092333463,25465892.270980988
1092709083,22755609.694947068
1092728543,28464316.31956069
1092950441,28079823.43699393
1093181664,26061086.592144426
1094000638,16896512.547733698
1094157333,36361095.44726653
1096450417,30873468.15906435
1096543877,24167043.754912976
1096991212,16219480.5462814
1098000689,18460049.64145614
1098074077,14760643.387098772
1098531429,11401491.163507415
1098612833,25996617.894538444
1098698634,27102133.393945474
1098922326,27287950.784933157
1099545410,28852636.57799198
1099864364,26323388.300299093
1100632800,27028377.837824523
1100965951,28822680.464548573
1100991799,32536057.179149188
1101821065,23072051.068061322
1102017109,29171403.629904054
1102879167,24501399.977338057
1103243029,24364597.399675783
1103672024,27843931.351979095
1104061012,28279105.47932246
1104202675,26546049.867525846
1104705292,14682942.28055035
1105095930,28706988.170445945
1105888187,26464771.815169245
1105923226,23013764.339174457
1106309851,34608028.82519807
1106409037,17277963.94655646
1107722316,18858365.26645471
1107780094,28406362.283937067
110797815,22669730.92457014
1108848326,14764263.976651939
110912013,32375175.79588841
1109392959,26044034.670705464
1109804924,13799379.932598855
1110429957,16914580.20621099
1110563085,30716097.28105143
1111204031,25691612.859476253
1111649370,33719893.176929146
1111781387,25700469.78429505
1111981902,30252439.206423704
1112166288,38992193.32440044
1112652101,29102427.616773937
1112729101,26544076.30084115
1112777130,12723578.42379963
1113243853,17779100.078455098
1113441311,20868057.04334639
1113992376,12072740.07433362
1114275678,33376508.159427945
1115036717,22370716.01098659
1115044441,23358976.63242946
1115085900,28154004.887933467
1116352983,32744700.50092325
111665787,31443810.53398846
1117294384,28821552.17520686
1117793086,27802943.829227887
1117905846,2546709.6896980163
111928340,29986021.463340808
1120445474,16954945.7607163
1120674393,16432733.810974108
1120931614,26042238.753323834
1120996406,14330349.658584774
1121018916,30406046.176706407
1121140466,16076423.325763127
112124903,24621789.699895628
1121542036,21500240.28166689
1121697834,19768062.506751228
1122508880,31215983.804208558
1123001951,18347225.981150065
1123066550,31440981.812751584
112321400,34770394.75208146
112348433,18917409.88389255
112375098,26043434.773970075
1124119171,17823344.092693403
1124990118,23233576.647992548
1125424344,12526575.257450856
1125482656,24376492.876701336
1126911948,21848404.9772401
1126999790,25300387.496962234
1127884712,22995500.133809518
1128186391,24900008.272205763
1129429071,31132151.74049359
1129909391,44159037.78304238
1129938643,25603406.247402534
1131527270,31907231.903127693
1132116234,19752597.79171106
1132218304,20857752.21692135
1132419329,25923438.82476964
1133090317,26583622.260694444
1133130522,23648220.91747225
1133499260,17712526.055599783
1133663547,31638398.306805037
113427359,1009448.6670591853
1134675027,25989877.23025571
1135450244,26293017.957792807
1135623500,3652525.4937373083
1135859577,21948680.072739128
1136037770,23306879.444154594
1136356907,25365479.972983785
1136523713,29036601.507387243
1136682157,26540175.02633552
1137143171,30705110.38348576
1137459605,31717109.119096745
1138124607,28712732.40134652
1138688286,15824713.462961072
1139102111,12823057.603598371
11392010,34330884.65829632
1139489647,30368993.08400355
1139540990,27966755.1545679
1139605058,30968802.420667946
1139907613,20077960.871418323
1139939622,8048300.445948635
1140405837,17677536.041640714
1140561040,29606187.98132053
1140760418,34654609.43086257
1141054211,25279455.05224351
1141152432,22233266.18461939
1141177767,27495166.217051372
1141586751,19219689.799570397
1141989284,32989765.666252665
1142113285,30069839.525538407
1142115505,21294184.426206023
1142235055,35122468.17445512
1142739992,28086309.6744123
1142959485,28986798.366300363
1142973144,16559468.59263281
1143009226,30527345.356833316
1143931457,26013982.303772572
1143985791,23535055.744902086
1144399369,28418104.772053722
1144508876,17996879.86502257
114473006,25694227.95827058
1145497571,25007017.87513603
1145919143,1205963.0029022335
1146220591,21516764.156512126
1146471189,13620427.655752206
1146840738,15236997.676296528
1147795366,20606462.015653506
1148016357,31634741.85811821
1148831112,27503128.368920155
1149417056,27217242.238623794
1149561649,28748570.496839847
1150039132,14468736.693018587
1150756360,15839420.060899194
1150860263,23891673.15467314
1151202699,22002032.264232498
115172114,30710061.8438228
1151918483,18693252.404917922
115231914,32282148.182692237
115235190,31208023.278692316
1153017772,28738335.71253216
1153303479,26300726.105315607
1153507500,25813859.109755043
1154700918,29179597.53448624
1154986023,34323353.62010196
1155073153,28504780.88070394
1155734430,3159935.985926539
1156048155,26105869.742616963
1156586754,29185955.943387765
1156712721,24361331.722968616
1156888333,30193644.116841637
1156895420,28816719.895123128
1158288485,28770655.847665653
1158351226,24081013.00971536
1158353351,14280028.228830563
1158364571,23697840.906144172
1158945000,16759588.045590073
1160064144,21669058.93891131
1160333827,22806534.57178284
116173096,18868641.012139585
1162036523,24696676.95794931
1162128945,33206343.317559104
1162241076,18557547.0201738
1162441568,12334272.744501928
1162569015,25848225.777030498
1162680622,27634436.4061466
1162956646,20846358.42926947
1163316433,20139503.787393454
1163754152,22521347.33631727
1163975632,29933383.716264136
1164158990,19345788.142368548
1164949475,43633822.97073734
116548092,37819832.18807493
1167730371,20502522.696224112
1167824881,11891439.910489954
1168740391,22644060.131937567
1169355212,23656956.609164737
1169725037,15912842.973851832
1170778257,21736379.607324686
117092563,14444659.916833531
1171002359,26470133.540693752
1171309166,24961679.149259858
1171535008,18567789.254833885
1171708569,22171784.386467356
1171869234,26845611.048543047
1172960446,26094216.251515355
1173524986,17001095.24720397
117353587,19969127.82408167
1174005524,28799659.934199337
1174567207,18141226.301538747
1175013181,9052396.222753605
1175285966,25965529.28210354
1175666078,25694431.88752926
