volcan_id,time_to_eruption_dt
1000015382,26632228.498530716
1000554676,16789364.039235972
1000745424,17026742.679873582
1001461087,21144560.028519627
1001732002,27760949.115608647
1002275321,27334373.70671463
1002575641,18139060.360685837
1002609771,25149299.627687335
1002624617,25007187.666522235
1002789083,24366896.22640805
1002825126,27300900.07184057
1003154738,21095300.30144315
1003175827,23202155.35007591
1003411703,19509536.596781053
1003520023,18983145.629233632
10035828,18362453.720222685
1004346803,20372400.857370805
1004557332,25557857.42416387
1004561781,16789364.039235972
1004609129,27383079.136401545
100519902,25475980.180534802
1005472094,27736349.45178953
100610446,25909079.65475084
1006345280,24087453.954346992
1006842231,24996375.69429224
1007019534,18639517.81703468
1007996426,26965658.80315711
1009126824,17127973.8618746
1009442335,18979622.012401637
1009749143,20682855.010792226
1010002096,23802049.787280604
1010561361,27134321.493910953
1010680130,23505365.337513752
1010725931,25719145.757735457
1010756593,27471725.745064024
1010864137,26019153.778702307
1011078321,20527522.06434948
1011133267,26753932.46965143
1013196130,12508182.92808214
1013226239,23443546.173541654
1013789689,24240165.387005668
1014562599,17657242.353784103
1014585637,18981703.45191124
1015033166,24304741.667380873
1015092282,28823059.70565511
1016110949,26810879.86388047
101616763,24306872.14459145
1016242026,26789783.9489504
1016727429,30344267.522107538
1016932159,16528301.964774683
1016956864,19717464.652441304
1017830158,12724771.968090244
1018207090,23799764.89414017
1018435910,19192683.354789484
1018756523,27514742.195506856
1019052648,24240644.170699105
1019955915,27151034.20825957
1020283272,23671613.068590175
1021479157,24137633.617484115
1022420757,23791504.34754105
1023111602,18227160.988818932
1023245702,27079775.033339147
102338326,16789364.039235972
1023559523,17125436.938317545
1023589533,24973243.125264004
1023927094,27816634.084148776
1024265947,27061817.245647136
1024522044,27632334.714792248
1024855809,26515703.95563452
1025401939,23911729.14638601
1025870964,25674344.447327994
1026930172,24851796.61943775
1027307874,27356776.47305265
1027457977,27656095.851994075
1028325789,30880233.170043983
1028350709,18993632.01804834
1028796869,22290270.742575325
1028829115,24360344.57091624
1030109165,16624125.373692174
1031098571,2268365.417227309
1031775369,25375632.980512086
1032429253,23940700.07694723
1032570249,25720746.67591674
1032987045,24857998.745463267
1033287069,24849779.194502622
1033677406,26714075.876571473
1033835311,24262904.71674337
1034203889,27142661.3840416
1036403851,18033643.25985008
1037601470,27246686.753890757
1038366766,16951198.93510691
1038903770,18201257.524630107
1038918048,18390735.161376968
1039038516,24399217.20374186
1039242162,27927835.15753953
1039583299,19013282.03053137
1040017632,20589666.2416933
1040427269,16865218.801310852
1041846634,18130127.160778984
1041878888,20841309.80399209
1041963422,22557606.97502096
1042260671,24767058.552008625
1042743186,27555432.259688646
1042857837,17382412.417030487
1043816873,25151924.82839504
1044404474,27271609.882055975
1044700555,25143837.512344245
1044996306,22452908.472434714
1045737293,19217920.667025227
1046153021,26057178.184074923
1047097201,17362267.262850486
1047238065,2978921.920702422
1047698781,25033140.39963229
1048009361,25333937.66158288
1048073965,25220199.608142514
1048300101,25145156.428186126
1049186697,19114443.889114708
1049342028,24845323.580538917
104958377,20969710.5330917
1049892705,20413974.12052392
1051215459,17318184.380283188
1051299690,27850347.515574273
1051817564,27475618.52726824
1052073345,19309098.792815834
1052075589,27875503.95835721
1052745011,26852510.21595534
1053043132,25079364.96083954
1053609274,26523511.67536689
1053686121,27266594.022483114
1053927671,2381841.8407185636
1054353459,24145514.985631846
1055093477,25126219.67309792
1055227118,22479992.13687674
1056424078,27785732.220096752
105658810,25465836.98205315
1056778258,18007984.17826689
1057137462,25816512.31187044
1057504299,16944282.42715281
1057868450,25556122.922761537
1058582421,26386720.959495354
1058923200,22666155.046497278
1059294461,21725373.493444562
1059381646,24528020.677713174
1060048694,28040075.109987237
1060581218,21102691.720315393
1060632987,3439882.2180639147
106078758,25928376.02627276
1061211936,22713459.789258145
1061556765,30676109.85106572
1061801479,24206883.756282676
1062764986,27715417.204530753
1063425676,26239552.630444326
1064794195,24294683.959691305
1064935255,25744387.390794616
1065197609,18409918.7131238
1065259888,25311943.552037798
1065800547,17981956.612092994
1066152649,20553962.10530147
1067098395,27657968.45345782
1067330822,25973237.686811663
1067927661,22084561.346937764
1068033648,18262260.901565872
1068054446,26672281.595329214
1068208983,31491094.554535702
1068504383,23478854.77405665
1070060959,23976651.370688777
1070188655,25250873.549452662
1070784997,27351849.893931985
107081920,18226456.551664945
1070821612,27785307.95231317
1071049789,20620521.24122752
1071353921,25528172.92770396
1071748769,17187946.35202341
1071777430,29320008.72569511
1072055317,23676359.679460883
1072192149,26594589.173033047
1072732496,24199691.842195835
1073019591,22777071.35291117
1073703374,18700072.621980455
1073745213,25210821.02649839
107400998,18486966.99207119
1074244722,30195508.95282772
1074426665,27394101.72368327
1074671362,23535742.44852584
1075300188,25559232.09872775
1076119752,16789364.039235972
1077334203,26678177.03782372
1077415466,2235594.5122135906
1077594989,24801236.557326373
1078903277,27246678.04942649
1079138094,24382697.785534043
1079334814,18623013.05380702
1079412257,28304661.16774895
1079412715,19718011.15782451
1079658754,17936190.726864755
1079693590,25848970.73039694
1079724272,27318820.14654641
1079740004,23501222.285631724
1079821584,25217565.903946094
1080143124,20095003.96614603
108037369,25831744.856884748
108124387,20393375.519015465
108195434,24417173.64857148
1082557979,27940219.78609303
1082824214,18501565.366300393
1083379708,26345296.17399229
1083668827,24174078.74582272
1084077028,28195806.84768042
1084739465,24811456.427932806
1084812938,16493792.124267887
1086656455,27354161.493164852
1086685621,24757304.5021121
1086942147,21592152.75238179
1087653736,18339371.9155706
1088021526,20935847.149630174
108874736,26712067.767744098
1088828384,43987480.84616793
1089324375,20211114.002096687
1089375229,24978133.937806778
1089435916,15121240.85123811
1089685571,20989249.12283213
1089686246,19206582.566231083
10901393,28497266.413085975
1090755834,22486297.533027906
1091829226,17393541.397471286
1092333463,26007696.06064994
1092709083,24536991.09115391
1092728543,27912195.590376806
1092950441,27480183.332020067
1093181664,25194607.86334118
1094000638,18502057.556625232
1094157333,28089850.30105996
1096450417,27738192.530223195
1096543877,24580326.1896201
1096991212,19368957.251586888
1098000689,18522172.942662068
1098074077,19637362.65281482
1098531429,17605206.800219905
1098612833,25279280.462503124
1098698634,26998329.98741576
1098922326,19628552.096257553
1099545410,27545951.583285525
1099864364,26696370.731578726
1100632800,27184517.113735948
1100965951,26716835.942283135
1100991799,25333010.889223527
1101821065,28908057.450421438
1102017109,19263860.015474316
1102879167,25192928.641971048
1103243029,26151713.923373643
1103672024,27312567.70375819
1104061012,22584596.649252295
1104202675,25734490.484016106
