volcan_id,time_to_eruption
1000015382,16258654.0
1000554676,6698857.333333333
1000745424,5120693.0
1001461087,10393161.0
1001732002,14527854.5
1002275321,31353326.0
1002575641,9924307.0
1002609771,46646869.5
1002624617,9491244.0
1002789083,11338306.0
1002825126,30523375.333333332
1003154738,1779787.5
1003175827,23504007.0
1003411703,36530798.666666664
1003520023,21366310.5
10035828,26029648.666666668
1004346803,1186457.0
1004557332,36689825.5
1004561781,21965310.0
1004609129,31913104.0
100519902,4387877.0
1005472094,30290303.0
100610446,25027476.0
1006345280,19408268.0
1006842231,24999217.0
1007019534,16956178.666666668
1007996426,45246543.666666664
1009126824,1333389.5
1009442335,33710897.0
1009749143,13226806.333333334
1010002096,34570257.0
1010561361,29542391.0
1010680130,34872681.666666664
1010725931,45246543.666666664
1010756593,30523375.333333332
1010864137,34370342.333333336
1011078321,26371061.666666668
1011133267,29267657.0
1013196130,5225904.0
1013226239,17813205.5
1013789689,37056937.0
1014562599,40154602.0
1014585637,24718089.0
1015033166,15289904.0
1015092282,22812239.04
1016110949,20770234.0
101616763,8785675.0
1016242026,25027476.0
1016727429,31580038.5
1016932159,4930979.0
1016956864,20817740.5
1017830158,9422697.0
1018207090,23613706.333333332
1018435910,19248440.0
1018756523,30700883.666666668
1019052648,18192498.666666668
1019955915,24862229.333333332
1020283272,14798627.666666666
1021479157,23426735.5
1022420757,24638721.666666668
1023111602,8375937.333333333
1023245702,16294901.0
102338326,8745623.666666666
1023559523,4350672.0
1023589533,22665209.666666668
1023927094,25271074.333333332
1024265947,14550645.0
1024522044,21693623.0
1024855809,41427999.0
1025401939,6467224.0
1025870964,28147965.333333332
1026930172,24472818.5
1027307874,5252581.0
1027457977,28251447.0
1028325789,47336312.666666664
1028350709,8753709.5
1028796869,1186457.0
1028829115,20290696.666666668
1030109165,7688758.666666667
1031098571,470742.3333333333
1031775369,33763057.333333336
1032429253,36728371.0
1032570249,20290696.666666668
1032987045,26388292.0
1033287069,16097864.0
1033677406,33941300.666666664
1033835311,40226934.666666664
1034203889,30028445.0
1036403851,4719062.0
1037601470,14771362.666666666
1038366766,13621654.5
1038903770,19439775.0
1038918048,36449365.333333336
1039038516,26143407.5
1039242162,41427999.0
1039583299,2754390.0
1040017632,42035549.666666664
1040427269,19415546.0
1041846634,15852312.0
1041878888,20295009.333333332
1041963422,17834202.5
1042260671,45809845.0
1042743186,41542280.0
1042857837,33598913.666666664
1043816873,11193026.5
