volcan_id,time_to_eruption
1000015382,18522747.0
1000554676,26739195.6
1000745424,25274584.8
1001461087,25345559.8
1001732002,28682477.0
1002275321,16803211.2
1002575641,24287451.4
1002609771,19545507.8
1002624617,14751213.6
1002789083,16018290.0
1002825126,24138331.2
1003154738,9723366.8
1003175827,19613273.6
1003411703,25274584.8
1003520023,22997000.0
10035828,8558816.8
1004346803,18127968.6
1004557332,25967536.8
1004561781,25345559.8
1004609129,15688550.0
100519902,18522747.0
1005472094,27440662.8
100610446,18709878.6
1006345280,22078882.0
1006842231,27181921.8
1007019534,25274584.8
1007996426,25274584.8
1009126824,28998900.8
1009442335,13036308.0
1009749143,22990205.6
1010002096,27699273.8
1010561361,27517077.0
1010680130,34966928.4
1010725931,27440662.8
1010756593,28360392.8
1010864137,26916294.6
1011078321,24217785.2
1011133267,24217785.2
1013196130,21996446.2
1013226239,18408280.4
1013789689,34966928.4
1014562599,21151967.0
1014585637,23973577.8
1015033166,23213575.4
1015092282,27699273.8
1016110949,16649349.0
101616763,18298254.4
1016242026,26916294.6
1016727429,23188176.0
1016932159,15590732.4
1016956864,23342101.8
1017830158,19083023.8
1018207090,19523228.8
1018435910,16649349.0
1018756523,24217785.2
1019052648,18408280.4
1019955915,26916294.6
1020283272,24284632.4
1021479157,18098422.2
1022420757,18090273.2
1023111602,12587479.2
1023245702,21365835.6
102338326,12331268.6
1023559523,20768344.0
1023589533,16649349.0
1023927094,22340289.0
1024265947,16649349.0
1024522044,21365835.6
1024855809,24217785.2
1025401939,16206498.2
1025870964,27675931.0
1026930172,32961721.6
1027307874,16982572.2
1027457977,19171280.0
1028325789,22990205.6
1028350709,15870261.6
1028796869,20888731.0
1028829115,25292587.6
1030109165,8291483.8
1031098571,31547809.0
1031775369,21782471.8
1032429253,13225712.2
1032570249,18098422.2
1032987045,24284632.4
1033287069,18442624.8
1033677406,22990205.6
1033835311,25193546.6
1034203889,22990205.6
1036403851,19351145.6
1037601470,8291483.8
1038366766,16223638.2
1038903770,17528068.6
1038918048,29580897.8
1039038516,24544170.4
1039242162,31156520.4
1039583299,14674176.0
1040017632,33894610.2
1040427269,21151967.0
1041846634,16223638.2
1041878888,25496178.4
1041963422,18322236.2
1042260671,36082961.4
1042743186,29730355.4
1042857837,26823976.8
1043816873,34075889.4
1044404474,19017592.4
1044700555,16142527.2
1044996306,19034172.4
1045737293,27765896.8
1046153021,22990205.6
1047097201,16223638.2
1047238065,11123215.2
1047698781,31966394.6
1048009361,22222652.6
1048073965,11547236.8
1048300101,19706771.2
1049186697,19351145.6
1049342028,23188176.0
104958377,24454667.4
1049892705,24571147.4
1051215459,27765896.8
1051299690,21343771.8
1051817564,23047963.0
1052073345,18202325.2
1052075589,21373091.8
1052745011,24195736.0
1053043132,22292341.8
1053609274,32415488.0
1053686121,21343771.8
1053927671,25558611.8
1054353459,28236091.8
1055093477,29100316.4
1055227118,31810399.4
1056424078,14844277.4
105658810,27110933.8
1056778258,24571147.4
1057137462,24098510.0
1057504299,28602472.6
1057868450,28722394.8
1058582421,32672412.2
1058923200,21837641.2
1059294461,23146584.0
1059381646,28785871.0
1060048694,32799615.6
1060581218,29100316.4
1060632987,26150313.6
106078758,23030259.6
1061211936,24571147.4
1061556765,24267314.6
1061801479,32961721.6
1062764986,24442195.8
1063425676,18696905.2
1064794195,18410842.6
1064935255,23030259.6
1065197609,10727493.2
1065259888,23376119.4
1065800547,17989289.0
1066152649,16684848.8
1067098395,15973678.8
1067330822,32799615.6
1067927661,14344426.8
1068033648,14402926.4
1068054446,26150313.6
1068208983,19034172.4
1068504383,16462944.2
1070060959,23114508.8
1070188655,24270722.8
1070784997,12331268.6
107081920,15979488.6
1070821612,29580897.8
1071049789,26347616.6
1071353921,16336600.0
1071748769,14216003.6
1071777430,23188176.0
1072055317,16336600.0
1072192149,12331268.6
1072732496,16462944.2
1073019591,19083023.8
1073703374,13895546.4
1073745213,34002685.6
107400998,18879404.0
1074244722,29580897.8
1074426665,15979488.6
1074671362,14216003.6
1075300188,24442195.8
1076119752,14844277.4
1077334203,24264679.4
1077415466,23188176.0
1077594989,25228696.6
1078903277,26150313.6
1079138094,21100969.0
1079334814,10727493.2
1079412257,22656164.0
1079412715,16274121.8
1079658754,12331268.6
1079693590,30754774.4
1079724272,24423736.4
1079740004,15009769.6
1079821584,34002685.6
1080143124,13895546.4
108037369,26150313.6
108124387,19835317.8
108195434,29949233.4
1082557979,28602472.6
1082824214,17408564.0
1083379708,17887435.4
1083668827,20178470.6
1084077028,28602472.6
1084739465,25496178.4
1084812938,22808327.6
1086656455,25496178.4
1086685621,34075889.4
1086942147,25228696.6
1087653736,21151967.0
1088021526,28061399.4
108874736,12242646.0
1088828384,34464378.2
1089324375,18225047.8
1089375229,24398190.0
1089435916,16319886.4
1089685571,21743325.0
1089686246,23758898.4
10901393,21657423.6
1090755834,20637021.2
1091829226,25227704.8
1092333463,26960267.6
1092709083,18605246.4
1092728543,27068328.2
1092950441,18422649.8
1093181664,18202325.2
1094000638,13895546.4
1094157333,24270722.8
1096450417,25393519.6
1096543877,17687794.2
1096991212,28294765.4
1098000689,18422649.8
1098074077,15888258.4
1098531429,20637021.2
1098612833,34588585.6
1098698634,27461629.0
1098922326,26959826.2
1099545410,27689833.4
1099864364,20637021.2
1100632800,23758898.4
1100965951,24588619.0
1100991799,21954047.4
1101821065,14344426.8
1102017109,33894610.2
1102879167,23971505.0
1103243029,17144077.4
1103672024,18446546.2
1104061012,34637948.6
1104202675,19006134.4
1104705292,19918019.8
1105095930,20874303.8
1105888187,22993086.8
1105923226,13991791.4
1106309851,18127968.6
1106409037,25620909.6
1107722316,20208807.4
1107780094,17144077.4
110797815,21151967.0
1108848326,18422649.8
110912013,25720693.8
1109392959,19975095.4
1109804924,10374897.6
1110429957,19479243.8
1110563085,20129967.4
1111204031,28703779.2
1111649370,28676063.6
1111781387,34558948.8
1111981902,29112871.4
1112166288,30754774.4
1112652101,17787332.0
1112729101,29001013.6
1112777130,19975095.4
1113243853,18202325.2
