volcan_id,time_to_eruption_dt
1000015382,27621800.67226891
1000554676,15912727.419626169
1000745424,16348217.705382437
1001461087,23702489.914695945
1001732002,29282156.675126903
1002275321,27398722.086021505
1002575641,23475228.341549296
1002609771,34881074.49140894
1002624617,23088190.93837535
1002789083,23146351.171428572
1002825126,27242124.627348643
1003154738,14280114.57360406
1003175827,24134511.572847683
1003411703,23692448.887234043
1003520023,21149885.205385428
10035828,20142803.868983958
1004346803,15912727.419626169
1004557332,30297190.26241135
1004561781,15824315.282430213
1004609129,26188399.697947215
100519902,17532668.400550965
1005472094,27621800.67226891
100610446,25522499.312741313
1006345280,25522499.312741313
1006842231,26121376.25652985
1007019534,19435618.42857143
1007996426,30698951.80398671
1009126824,12357022.414285714
1009442335,21101198.868662186
1009749143,19811945.891002193
1010002096,25680518.63093525
1010561361,27621800.67226891
1010680130,22652900.34
1010725931,33154452.529513888
1010756593,26121376.25652985
1010864137,32199100.194221508
1011078321,22482819.19482289
1011133267,25574781.11767896
1013196130,14193815.603305785
1013226239,23414361.168632075
1013789689,25797441.112676058
1014562599,26188399.697947215
1014585637,23702489.914695945
1015033166,25379753.517560072
1015092282,28708268.458064515
1016110949,27529757.204371586
101616763,21167928.59090909
1016242026,26425060.609970674
1016727429,35269474.816254415
1016932159,12975302.255737705
1016956864,22430748.837410074
1017830158,12086646.304444445
1018207090,23489957.27376426
1018435910,23430611.904371586
1018756523,26121376.25652985
1019052648,25574781.11767896
1019955915,27650056.271130625
1020283272,25379753.517560072
1021479157,23051325.90909091
1022420757,25163113.369590644
1023111602,17242764.083465397
1023245702,27083670.26056338
102338326,16840858.35123675
1023559523,14280114.57360406
1023589533,19222148.746747617
1023927094,27083670.26056338
1024265947,25787208.236953456
1024522044,27575316.805555556
1024855809,26121376.25652985
1025401939,19354070.4
1025870964,19996507.54519573
1026930172,24157635.589743588
1027307874,23880472.947916668
1027457977,27575316.805555556
1028325789,36195647.79456193
1028350709,22654030.258122742
1028796869,14934426.39375
1028829115,21418917.54
1030109165,16194353.085160203
1031098571,12086714.281027105
1031775369,27529757.204371586
1032429253,26136867.286493033
1032570249,29106959.194267515
1032987045,23088190.93837535
1033287069,29124553.884955753
